event_time,signup_cohort,user_id,stage,channel,platform,city,app_version,event_count,activation_event,vkyc_success_event,payment_success_event,days_since_launch
2026-02-01,2026-02-01,U100062,Signup,Google,Web,Mumbai,3.8.1,1,0,0,0,0
2026-02-02,2026-02-01,U100062,Phone Verified,Google,Web,Mumbai,3.8.1,1,0,0,0,0
2026-02-03,2026-02-01,U100062,PAN Verified,Google,Web,Mumbai,3.8.1,1,0,0,0,0
2026-02-01,2026-02-01,U100063,Signup,Organic,iOS,Bangalore,3.8.0,1,0,0,0,0
2026-02-03,2026-02-01,U100063,Phone Verified,Organic,iOS,Bangalore,3.8.0,1,0,0,0,0
2026-02-04,2026-02-01,U100063,PAN Verified,Organic,iOS,Bangalore,3.8.0,1,0,0,0,0
2026-02-01,2026-02-01,U100064,Signup,Organic,iOS,Pune,3.7.9,1,0,0,0,0
2026-02-02,2026-02-01,U100064,Phone Verified,Organic,iOS,Pune,3.7.9,1,0,0,0,0
2026-02-04,2026-02-01,U100064,PAN Verified,Organic,iOS,Pune,3.7.9,1,0,0,0,0
2026-02-04,2026-02-01,U100064,FD Payment Success,Organic,iOS,Pune,3.7.9,1,0,0,1,0
2026-02-04,2026-02-01,U100064,VKYC Success,Organic,iOS,Pune,3.7.9,1,0,1,0,0
2026-02-04,2026-02-01,U100064,Card Issued,Organic,iOS,Pune,3.7.9,1,0,0,0,0
2026-02-02,2026-02-02,U100065,Signup,Organic,Android,Pune,3.8.0,1,0,0,0,1
2026-02-03,2026-02-02,U100065,Phone Verified,Organic,Android,Pune,3.8.0,1,0,0,0,1
2026-02-04,2026-02-02,U100065,PAN Verified,Organic,Android,Pune,3.8.0,1,0,0,0,1
2026-02-06,2026-02-02,U100065,FD Payment Success,Organic,Android,Pune,3.8.0,1,0,0,1,1
2026-02-05,2026-02-02,U100065,VKYC Success,Organic,Android,Pune,3.8.0,1,0,1,0,1
2026-02-02,2026-02-02,U100066,Signup,PaisaBazaar,Web,Bangalore,3.8.0,1,0,0,0,1
2026-02-03,2026-02-02,U100066,Phone Verified,PaisaBazaar,Web,Bangalore,3.8.0,1,0,0,0,1
2026-02-02,2026-02-02,U100067,Signup,CRED,Android,Mumbai,3.8.1,1,0,0,0,1
2026-02-03,2026-02-02,U100067,Phone Verified,CRED,Android,Mumbai,3.8.1,1,0,0,0,1
2026-02-04,2026-02-02,U100067,PAN Verified,CRED,Android,Mumbai,3.8.1,1,0,0,0,1
2026-02-05,2026-02-02,U100067,FD Payment Success,CRED,Android,Mumbai,3.8.1,1,0,0,1,1
2026-02-05,2026-02-02,U100067,VKYC Success,CRED,Android,Mumbai,3.8.1,1,0,1,0,1
2026-02-02,2026-02-02,U100068,Signup,Google,Android,Hyderabad,3.8.1,1,0,0,0,1
2026-02-03,2026-02-02,U100068,Phone Verified,Google,Android,Hyderabad,3.8.1,1,0,0,0,1
2026-02-04,2026-02-02,U100068,PAN Verified,Google,Android,Hyderabad,3.8.1,1,0,0,0,1
2026-02-05,2026-02-02,U100068,FD Payment Success,Google,Android,Hyderabad,3.8.1,1,0,0,1,1
2026-02-03,2026-02-02,U100069,Signup,PaisaBazaar,Android,Delhi,3.8.0,1,0,0,0,1
